0.11469,0,0.01
0.11469,0,0.012139
0.11469,0,0.01423
0.11469,0,0.016357
0.11469,0,0.018436
0.11469,0,0.02055
0.11469,0,0.022618
0.11469,0,0.024721
0.11469,0,0.026777
0.11469,0,0.028869
0.11469,0,0.030914
0.11469,0,0.032995
0.11469,0,0.035029
0.11469,7.6014e-05,0.037099
0.11469,0.00022434,0.039122
0.11469,0.00041494,0.041181
0.11469,0.00063845,0.043195
0.11469,0.00090651,0.045243
0.11469,0.0012092,0.047247
0.11468,0.0015961,0.049285
0.11468,0.0020172,0.051278
0.11467,0.0024903,0.053307
0.11465,0.0029981,0.055291
0.11464,0.0036006,0.057309
0.11462,0.0042387,0.059284
0.11459,0.0049398,0.061293
0.11455,0.0056755,0.063258
0.11451,0.0065214,0.065258
0.11445,0.0074075,0.067215
0.11439,0.0083723,0.069206
0.11431,0.0094249,0.071154
0.11421,0.010568,0.073136
0.11409,0.011761,0.075076
0.11394,0.013106,0.07705
0.11377,0.014538,0.07902
0.11357,0.016028,0.080947
0.11332,0.017707,0.082909
0.11303,0.019463,0.084829
0.11268,0.021377,0.086783
0.11227,0.02346,0.088695
0.11227,0.02346,0.090641
0.11227,0.02346,0.092546
0.11227,0.02346,0.094485
0.11227,0.02346,0.096383
0.11227,0.02346,0.098315
0.11227,0.02346,0.10021
0.11227,0.02346,0.10213
0.11227,0.02346,0.10402
0.11227,0.02346,0.10593
0.11227,0.02346,0.10781
0.11227,0.02346,0.10972
0.11227,0.02346,0.1116
0.11227,0.02346,0.1135
0.11227,0.02346,0.11537
0.11227,0.02346,0.11727
0.11227,0.02346,0.11913
0.11228,0.023398,0.12103
0.11231,0.023272,0.12288
0.11234,0.023111,0.12477
0.11238,0.02292,0.12662
0.11243,0.022692,0.12851
0.11248,0.022435,0.13035
0.11254,0.022104,0.13223
0.11261,0.021747,0.13407
0.11269,0.021344,0.13595
0.11277,0.020912,0.13778
0.11286,0.020433,0.13965
0.11296,0.019879,0.14152
0.11306,0.019293,0.14335
0.11317,0.018651,0.14522
0.11328,0.017978,0.14704
0.1134,0.017205,0.14891
0.11352,0.016396,0.15073
0.11364,0.015519,0.15259
0.11376,0.014602,0.15441
0.11389,0.013564,0.15626
0.11401,0.012484,0.15808
0.11413,0.011312,0.15993
0.11425,0.010042,0.16174
0.11437,0.008662,0.16359
0.11447,0.0072257,0.16541
0.11456,0.0056064,0.16725
0.11463,0.0039106,0.16906
0.11468,0.0020671,0.17091
0.11469,5.9877e-05,0.17271
0.11469,5.9877e-05,0.17456
0.11469,5.9877e-05,0.17636
0.11469,5.9877e-05,0.1782
0.11469,5.9877e-05,0.18001
0.11469,5.9877e-05,0.18185
0.11469,5.9877e-05,0.18365
0.11469,5.9877e-05,0.18549
0.11469,5.9877e-05,0.18729
0.11469,5.9877e-05,0.18913
0.11469,5.9877e-05,0.19093
0.11469,5.9877e-05,0.19276
0.11469,5.9877e-05,0.19456
0.11469,5.9877e-05,0.1964
0.11469,5.9877e-05,0.1982
0.11469,5.9877e-05,0.20004
